li2 khui1 a1i5	li2|khui1|a1.i5
i1 cok4 ai3	i1|cok4|ai3
he1 m7ho2 bong1	he1|m7ho2|bong1
li2 beh4 chiunn3	li2|beh4|chiunn3
li2 beh4 chiunn3	li2|beh4|chiunn3
he1 chiunn3kua1 leh4	he1|chiunn3.kua1|leh4
li2 kam2 beh4 chiunn3	li2|kam2|beh4|chiunn3
be7sai2 bong1	be7sai2|bong1
li2 ho2	li2|ho2
sio1	sio1
thng1 cok4 sio1	thng1|cok4|sio1
a1kong1 khi3 tueh4	a1.kong1|khi3|tueh4
suann1 chong3 sann2	suann1|chong3|sann2
a1ma2 cing3 liu2ting1	a1.ma2|cing3|liu2.ting1
tau7a2 ai3 cu2	tau7a2|ai3|cu2
ce1 sann2	ce1|sann2
ce1 sann2	ce1|sann2
liu2ting1	liu2.ting1
a1kong1 kuah4 sun2	a1.kong1|kuah4|sun2
sun2a2	sun2.a2
phua3 khang1	phua3|khang1
so1 ho2	so1|ho2
phua3 khang1	phua3|khang1
he1 sann2	he1|sann2
ling5ging2	ling5ging2
li2 koh4 e7ki3cit4 he1 ling5ging2	li2|koh4|e7ki3.cit4|he1|ling5ging2
an3ne1	an3.ne1
he1 sann2	he1|sann2
li2 chiunn3 ho2	li2|chiunn3|ho2
ho2 li2 tau3 chiunn3 ho2	ho2|li2|tau3|chiunn3|ho2
an3ne1 siunn1 se3 siann1	an3.ne1|siunn1|se3|siann1
a1i5 thiann1	a1.i5|thiann1
ai3 khah4 siann1	ai3|khah4|siann1
khah4 siann1	khah4|siann1
khah4 siann1	khah4|siann1
koh4 kai2	koh4|kai2
khah4 siann1	khah4|siann1
siunn1 se3 siann1 a1i5 thiann1	siunn1|se3|siann1|a1.i5|thiann1
ai3 cok4 siann1	ai3|cok4|siann1
lian2a2	lian2.a2
to2	to2
ping2chia1	ping2.chia1
li2 ka3	li2|ka3
he1 be7hiau2	he1|be7hiau2
cit4 tiunn1 li2 au2	cit4|tiunn1|li2|au2
au2 he1	au2|he1
kua3 ho2	kua3|ho2
li2 kio3 li2 ka3	li2|kio3|li2|ka3
ai3 tan2	ai3|tan2
tan2	tan2
ho2sng2	ho2.sng2
ho2sng2	ho2.sng2
ping2chia1	ping2.chia1
long3piah4	long3.piah4
can2	can2
can2	can2
khuann3 he1 beh4 an3nua2 sng2	khuann3|he1|beh4|an3.nua2|sng2
ce1 be7hiau2 sng2	ce1|be7hiau2|sng2
li2 khuann3 he1 an3nua2	li2|khuann3|he1|an3.nua2
an3ne1	an3.ne1
ah4bo5 li2 chi3 khuann3mai7	ah4.bo5|li2|chi3|khuann3.mai7
li2 chi3 khuann3mai7	li2|chi3|khuann3.mai7
ho2 li2 khuann3	ho2|li2|khuann3
khi2lai5	khi2.lai5
long3piah4	long3.piah4
ping2kue3	ping2.kue3
i1 cia1	i1|cia1
cia1 piah4	cia1|piah4
long3tioh8	long3.tioh8
ping2kue3	ping2.kue3
long2	long2
long2 chia1	long2|chia1
cit4 can2	cit4|can2
can2	can2
an3ne1	an3.ne1
pian3 an3ne1	pian3|an3.ne1
he1 chia1 co3	he1|chia1|co3
pa1pa1 he1 khang1	pa1.pa1|he1|khang1
koh4 sann2	koh4|sann2
cin1	cin1
li2	li2
he1 sann2mih8 sik4	he1|sann2.mih8|sik4
li2 cai1iann2 ko1hiong5 tueh4	li2|cai1.iann2|ko1.hiong5|tueh4
beh4 khi3 tai5pak4	beh4|khi3|tai5pak4
ko1ko1	ko1.ko1
oo1	oo1
oo1	oo1
oo1sik4	oo1.sik4
kin2	kin2
li2 chiunn3	li2|chiunn3
kin2	kin2
li2 chiunn3	li2|chiunn3
kin2	kin2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
li2 beh4 koh4 chiunn3 to2	li2|beh4|koh4|chiunn3|to2
thinn1 oo1oo1	thinn1|oo1.oo1
thinn1 oo1oo1	thinn1|oo1.oo1
si3kha1a2	si3.kha1.a2
ho2	ho2
lim1te5	lim1.te5
ho2	ho2
li2 kin1a2 bi2ko1	li2|kin1.a2|bi2.ko1
cai3 li2 khi3 ke1a2	cai3|li2|khi3|ke1.a2
pa1pa1	pa1.pa1
ping1	ping1
a1lin2 ping1	a1.lin2|ping1
ko1ko1 ping1 khu3khu3sau3	ko1.ko1|ping1|khu3.khu3.sau3
li2	li2
piann2	piann2
a1ma2 piann2 piann2	a1.ma2|piann2|piann2
ce1	ce1
a1ma2 piann2	a1.ma2|piann2
khi3 sian7ang1a2 kiann1tioh8	khi3|sian7ang1.a2|kiann1.tioh8
li2	li2
ciah4 ciah4	ciah4|ciah4
niau1mi1	niau1.mi1
niau1mi1	niau1.mi1
peh4khi2khi3	peh4.khi2.khi3
a1lin2 an3ne1	a1.lin2|an3.ne1
li2 an3ne1 be2be2	li2|an3.ne1|be2.be2
hi5a2	hi5a2
hi5a2	hi5a2
hi5a2 an3nua2	hi5a2|an3.nua2
an3nua2	an3.nua2
an3nua2	an3.nua2
li2 khi3	li2|khi3
hia1	hia1
li2 a1peh4 li2 khi3 hi5a2 phun3phun3	li2|a1.peh4|li2|khi3|hi5a2|phun3.phun3
he1 sann2	he1|sann2
a1m2 theh8tng2lai5 he1 sann2	a1.m2|theh8tng2.lai5|he1|sann2
kam1a2	kam1.a2
kam1a2	kam1.a2
ce1 sann2	ce1|sann2
kui2 ciah4	kui2|ciah4
ciah4	ciah4
ciah4	ciah4
sann1 ciah4	sann1|ciah4
sann1 ciah4	sann1|ciah4
ca1me5 li2 kha1ciah4phiann1 be2be2	ca1.me5|li2|kha1.ciah4.phiann1|be2.be2
li2 be2be2	li2|be2.be2
siann2	siann2
siann2	siann2
siann2	siann2
li2 khi3 kainn3tioh8	li2|khi3|kainn3.tioh8
li2 ting3tioh8	li2|ting3.tioh8
he1 phang1 bang2	he1|phang1|bang2
phah4si2	phah4.si2
pong3phau3	pong3.phau3
sio1kim1	sio1.kim1
sio1kim1 thng3tioh8	sio1.kim1|thng3.tioh8
be7sai2 long2 kha1	be7sai2|long2|kha1
ki5a2	ki5a2
ki5a2	ki5a2
he1 gu5a2	he1|gu5a2
ne1ne1	ne1.ne1
koh4 ne1ne1	koh4|ne1.ne1
be7sai2 kha1 pi2	be7sai2|kha1|pi2
chiu2	chiu2
tih4 khun3jiao4	tih4|khun3.jiao4
niau1mi1	niau1.mi1
sio1phah4	sio1.phah4
ciah4 se3 ciah4	ciah4|se3|ciah4
i1 i1	i1|i1
ciah4	ciah4
se3 ciah4	se3|ciah4
koh4 kai2 phah4si2	koh4|kai2|phah4.si2
ko1ko1	ko1.ko1
ko1ko1 kio3 sann2mih8	ko1.ko1|kio3|sann2.mih8
ko1ko1 khi3 thak8cheh4	ko1.ko1|khi3|thak8cheh4
sia2ji7	sia2.ji7
ko1ko1 thau1lim1	ko1.ko1|thau1.lim1
ka1sau3	ka1.sau3
ko1ko1 i1sing1	ko1.ko1|i1.sing1
cu3sia7	cu3.sia7
pat8a2	pat8a2
a1po5 li2	a1.po5|li2
ce1 sann2	ce1|sann2
thau5khak4 ting2	thau5khak4|ting2
liah8khi2lai5 cu2cu2 ho2	liah8khi2.lai5|cu2.cu2|ho2
kok0kok0ke1	kok0kok0ke1
ah4bi5bi5	ah4.bi5bi5
ce1 hia1 it4tit8	ce1|hia1|it4.tit8
li2	li2
sann2lang5	sann2.lang5
ko1ko1	ko1.ko1
li2	li2
a2be7	a2.be7
kau2 tueh4	kau2|tueh4
kok0kok0ke1 li2 tok4	kok0kok0ke1|li2|tok4
he1 siann2	he1|siann2
li2	li2
he1 sann2	he1|sann2
ciau2a2	ciau2.a2
hui1ling5ki1 an3ne1 pue1khi2khi3	hui1.ling5ki1|an3.ne1|pue1.khi2.khi3
li2 hui1ling5ki1	li2|hui1.ling5ki1
koh4	koh4
kong3	kong3
ko1ko1	ko1.ko1
li2 bo5thang1a2 an3ne1	li2|bo5thang1.a2|an3.ne1
iah8a2	iah8a2
iah8a2	iah8a2
khi3 hia1	khi3|hia1
thoo5khoo3a2 hia1	thoo5khoo3.a2|hia1
khi3 thak8cheh4	khi3|thak8cheh4
kong2 cit4	kong2|cit4
thiann3thiann3	thiann3.thiann3
ce1 sai2	ce1|sai2
pa1pa1 sai2	pa1.pa1|sai2
khi3	khi3
an3ne1	an3.ne1
niau1mi1	niau1.mi1
khuann3 sui2 ai3	khuann3|sui2|ai3
in1	in1
in1	in1
cit4	cit4
chia1 lai7te2	chia1|lai7te2
lai7te2 li2	lai7te2|li2
leh4 se2bi2 cu2png7	leh4|se2.bi2|cu2.png7
ce1 se2bi2 cu2png7	ce1|se2.bi2|cu2.png7
a1ma2	a1.ma2
a1ma2	a1.ma2
khi3 tueh4	khi3|tueh4
a1m2 in1 tau1 cing3	a1.m2|in1|tau1|cing3
a1lin2	a1.lin2
ko1ko1 khok0khok0be2	ko1.ko1|khok0khok0be2
ko1ko1	ko1.ko1
cit8pah4 khoo1	cit8pah4|khoo1
khok0be2	khok0be2
thak8cheh4	thak8cheh4
khi3	khi3
i1 kong2 thiann3	i1|kong2|thiann3
he1 gu5a2	he1|gu5a2
he1 gu5a2	he1|gu5a2
he1 peh4kong1a2 khan1	he1|peh4.kong1.a2|khan1
sui2	sui2
a1ma2 co3 sann1 ho2	a1.ma2|co3|sann1|ho2
a1ma2 co3 sann1 ho2	a1.ma2|co3|sann1|ho2
kue3 pong7khang1	kue3|pong7khang1
pong3phau3	pong3.phau3
pue1khi3 thinn1ting2 khi3	pue1.khi3|thinn1.ting2|khi3
pue1khi3 thinn1ting2 khi3	pue1.khi3|thinn1.ting2|khi3
pue1 ting2 khi3	pue1|ting2|khi3
piann2	piann2
thng5a2	thng5a2
kin1cio1	kin1.cio1
kin1cio1	kin1.cio1
bue2liu1	bue2.liu1
bak8ciu1 tueh4	bak8ciu1|tueh4
kha1	kha1
li2 an3ne1 oo1so5so5	li2|an3.ne1|oo1.so5so5
kuan1to1 kiam3to1	kuan1.to1|kiam3.to1
kuan1to1	kuan1.to1
ce3kong1 an3ne1 lai7te2 he1 sio1phah4	ce3.kong1|an3.ne1|lai7te2|he1|sio1.phah4
be7sai2	be7sai2
a1ma2 ciu2	a1.ma2|ciu2
a1ma2 ciu2	a1.ma2|ciu2
ti1tu1	ti1.tu1
leh4 sann2	leh4|sann2
khun3jiao4	khun3.jiao4
sann2mih8 cing3 pat8a2	sann2.mih8|cing3|pat8a2
a1ma2 khi3 cing3chai3	a1.ma2|khi3|cing3.chai3
a1ma2 cing3chai3	a1.ma2|cing3.chai3
be2 bah4cang3 li2	be2|bah4.cang3|li2
kah4 a1ma2 pau1 bah4cang3	kah4|a1.ma2|pau1|bah4.cang3
a1lin2	a1.lin2
bah4cang3	bah4.cang3
li2 koh4 li3	li2|koh4|li3
ce1	ce1
a1kong1 kah4 a1ma2 khi3 cing3chai3	a1.kong1|kah4|a1.ma2|khi3|cing3.chai3
khi3 tueh4 cing3chai3	khi3|tueh4|cing3.chai3
cing3 kah4 chiu2 oo1oo1	cing3|kah4|chiu2|oo1.oo1
cing3	cing3
a1kong1	a1.kong1
li2 bo5ai3	li2|bo5ai3
niau1mi1 cim2thau5 leh4 khun3jiao4	niau1.mi1|cim2.thau5|leh4|khun3.jiao4
a1ma2	a1.ma2
cing3hue1 ai3 cui2	cing3.hue1|ai3|cui2
cu2khi2lai5	cu2.khi2.lai5
be2khi2lai5	be2.khi2.lai5
be2khi2lai5 ho2	be2.khi2.lai5|ho2
kong2 be2khi2lai5 tng2lai5 cu2 a1lin2 ho2	kong2|be2.khi2.lai5|tng2.lai5|cu2|a1.lin2|ho2
li2 ka1ti7 tau3	li2|ka1.ti7|tau3
a1lin2 koh4 tau3	a1.lin2|koh4|tau3
hia1	hia1
tau3 khuann3mai7a2	tau3|khuann3.mai7a2
li2 long1jip8khi3	li2|long1.jip8khi3
li2 long1lue3	li2|long1.lue3
khi3	khi3
cia1 koh4	cia1|koh4
huat4too7	huat4.too7
he1 siann2	he1|siann2
ah4bi5bi5 tueh4	ah4.bi5bi5|tueh4
ah4bi5bi5	ah4.bi5bi5
ah4bi5bi5e0 tueh4	ah4.bi5bi5e0|tueh4
he1 sann2	he1|sann2
he1 sann2	he1|sann2
kok0kok0ke1	kok0kok0ke1
kok0kok0ke1 kiann2 ah4bi5bi5	kok0kok0ke1|kiann2|ah4.bi5bi5
kok0kok0ke1	kok0kok0ke1
ciah4 ciah4	ciah4|ciah4
ciau2	ciau2
ce1 siann2	ce1|siann2
chau3moo1moo1	chau3.moo1.moo1
chi2chi2 tueh4	chi2.chi2|tueh4
si3kha1a2	si3.kha1.a2
si3kha1a2	si3.kha1.a2
li2 kong2	li2|kong2
si3kha1a2	si3.kha1.a2
chu3 tueh4	chu3|tueh4
tueh4	tueh4
i1 kha1 tueh4	i1|kha1|tueh4
khng3 leh4 hia1	khng3|leh4|hia1
cio3kiann3	cio3.kiann3
ai3sui2	ai3.sui2
li2 cau2khi3 tueh4 sng2	li2|cau2.khi3|tueh4|sng2
cia1 in1 tau1	cia1|in1|tau1
he1	he1
chau3me0koh0	chau3.me0koh0
ko1ko1	ko1.ko1
ko1ko1	ko1.ko1
ko1ko1	ko1.ko1
li2 cia1	li2|cia1
a1i5	a1.i5
tan2le0 ciah4 li2	tan2.le0|ciah4|li2
khah4tan2	khah4.tan2
sann2mih8	sann2.mih8
ce1	ce1
lai7te2 sann2	lai7te2|sann2
lai7te2 khng3 hi5a2	lai7te2|khng3|hi5a2
khng3 chai3chai3	khng3|chai3.chai3
ce1 khng3 ping1	ce1|khng3|ping1
cit4 siann2	cit4|siann2
ko1ko1 long2 khi3 thau1lim1	ko1.ko1|long2|khi3|thau1.lim1
li2 thau1lim1	li2|thau1.lim1
a1lin2 tua3 cia1	a1.lin2|tua3|cia1
li2 tua3 tueh4	li2|tua3|tueh4
hoo2bue2liau5	hoo2.bue2.liau5
hoo2bue2liau5	hoo2.bue2.liau5
sai2chia1	sai2.chia1
a2koh4	a2.koh4
a1peh4 kah4	a1.peh4|kah4
ce1 sai2chia1	ce1|sai2.chia1
pa1pa1	pa1.pa1
au7piah4 leh4 chong3 siann2	au7piah4|leh4|chong3|siann2
au7piah4 leh4 khi2chu3	au7piah4|leh4|khi2.chu3
khun3khi3	khun3.khi3
i1 teh4 khun3	i1|teh4|khun3
cit4 ciah4	cit4|ciah4
teh4 khun3	teh4|khun3
kam2	kam2
bak8ciu1 peh4 hiah4 lui2 leh4 khun3	bak8ciu1|peh4|hiah4|lui2|leh4|khun3
li2 siunn1 phainn2	li2|siunn1|phainn2
se2thau5moo1	se2.thau5moo1
se2 tueh4	se2|tueh4
hia1 tueh4	hia1|tueh4
li2	li2
long2 it4tit8 bih4	long2|it4.tit8|bih4
li2 khi3 be2chai3	li2|khi3|be2.chai3
gua2 ke1a2 ho2	gua2|ke1.a2|ho2
ciah8pa2	ciah8pa2
gun2 beh4	gun2|beh4
tang5a2bi2ko1	tang5a2.bi2.ko1
sann2mih8	sann2.mih8
khok0khok0be2be2	khok0khok0be2.be2
he1 king2chat4	he1|king2.chat4
a1ping1ko1	a1.ping1.ko1
king2chat4	king2.chat4
ching7sann1	ching7sann1
ching7sann1	ching7sann1
ching7sann1	ching7sann1
sui2sui2	sui2.sui2
tueh4	tueh4
a1lin2	a1.lin2
tueh4	tueh4
sio2tan2le0	sio2.tan2.le0
si1kue1	si1.kue1
tueh4	tueh4
to2	to2
toh4	toh4
li2 ki2 khuann3	li2|ki2|khuann3
pai3pai3 tueh4	pai3.pai3|tueh4
thak8cheh4 hia1	thak8cheh4|hia1
ciah4	ciah4
enn1a2	enn1.a2
cia1	cia1
hinn7a2	hinn7a2
tueh4	tueh4
phinn7a2	phinn7a2
bak8ciu1	bak8ciu1
phinn7a2	phinn7a2
bak8ciu1	bak8ciu1
chui3 tueh4	chui3|tueh4
chui3 cia1	chui3|cia1
chui3 cia1	chui3|cia1
chiu2 tueh4	chiu2|tueh4
i1 chiu2 tueh4	i1|chiu2|tueh4
chiu2	chiu2
i1 chiu2	i1|chiu2
be2chai3	be2.chai3
li2 tan1a2	li2|tan1.a2
kui2tiam2	kui2.tiam2
chit4tiam2	chit4.tiam2
ho2 khun3	ho2|khun3
khuann3 sin1bun5 ho2	khuann3|sin1.bun5|ho2
beh4	beh4
ai3	ai3
ai3	ai3
cu2cu2	cu2.cu2
cu2	cu2
khng3lue3 tueh4	khng3.lue3|tueh4
tah4	tah4
puah8to2	puah8to2
i1 puah8to2 li2 khuann3	i1|puah8to2|li2|khuann3
thiann3thiann3	thiann3.thiann3
kha1	kha1
khi3 si3kha1a2	khi3|si3.kha1.a2
hi5a2	hi5a2
li2 beh4 peh4 a1i5	li2|beh4|peh4|a1.i5
he1 a1lin2	he1|a1.lin2
ce1 a1lin2	ce1|a1.lin2
gua2 a1lin2	gua2|a1.lin2
kua3 sann2	kua3|sann2
a1lin2 hi5a2 phun3phun3	a1.lin2|hi5a2|phun3.phun3
cun5a2	cun5a2
i1 lim1te5	i1|lim1.te5
chui3 pinn1a2 khi3 thng3tioh8	chui3|pinn1.a2|khi3|thng3.tioh8
cui2	cui2
ciah4 sian1	ciah4|sian1
ko1ko1	ko1.ko1
a1lin2	a1.lin2
bo7a2	bo7a2
a1lin2 lau5hueh4	a1.lin2|lau5hueh4
a1i5	a1.i5
lan2 khi3 hua1lian5	lan2|khi3|hua1.lian5
he1 a1i5	he1|a1.i5
ce1 a1po5	ce1|a1.po5
li2 kong2	li2|kong2
ce1	ce1
he1	he1
koh4 e7kha1 hit4 thok4	koh4|e7kha1|hit4|thok4
khan1	khan1
lau3hong1lau3hong1	lau3.hong1.lau3.hong1
i1 sann2	i1|sann2
e5a2	e5a2
bueh8a2	bueh8a2
lim1te5	lim1.te5
thng5a2	thng5a2
ciu3khi2	ciu3.khi2
go5a2	go5a2
leh4 tng2 he1 sann2	leh4|tng2|he1|sann2
khi2lai5	khi2.lai5
li2 beh4	li2|beh4
kuainn1tiau7	kuainn1.tiau7
e5a2	e5a2
sann2	sann2
ba5a2	ba5a2
a1lin2 kiann1	a1.lin2|kiann1
kiann1kiann1	kiann1.kiann1
ko1ko1 kiann1	ko1.ko1|kiann1
ko1ko1 koh4 tng2lai5	ko1.ko1|koh4|tng2.lai5
sio2 tan2	sio2|tan2
sio2 tan2	sio2|tan2
sann2mih8	sann2.mih8
sio2tan2le0 ko1ko1	sio2.tan2.le0|ko1.ko1
sio2 tan2	sio2|tan2
li2 tua3 cia1 tan2	li2|tua3|cia1|tan2
tan2 ko1ko1	tan2|ko1.ko1
tan2le0 ko1ko1	tan2.le0|ko1.ko1
a1lin2 leh4 kio3 li2 khuann3 he1	a1.lin2|leh4|kio3|li2|khuann3|he1
li2 khuann3	li2|khuann3
ia7chi7a2 he1 ke2	ia7chi7a2|he1|ke2
a1coo2	a1.coo2
mai3 an3ne1 ho2	mai3|an3.ne1|ho2
a1lin2 ce1 sann2	a1.lin2|ce1|sann2
kua3hiunn1	kua3.hiunn1
ce1 sann2	ce1|sann2
lih4 chiunn3kua1	lih4|chiunn3.kua1
lau5kha1 he1	lau5kha1|he1
ne1ne1	ne1.ne1
li2	li2
li2	li2
koh4	koh4
bian2 ke2	bian2|ke2
he1 na3 niau1a2	he1|na3|niau1.a2
thoo3a2	thoo3.a2
a1lin2 ce1 sann2	a1.lin2|ce1|sann2
an3ne1 an3ne1	an3.ne1|an3.ne1
an3ne1 sann2	an3.ne1|sann2
a1lin2 ho2	a1.lin2|ho2
niau1mi1	niau1.mi1
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ka7lue3	ka7lue3
ce1	ce1
he1	he1
khan1thua1	khan1.thua1
khan1thua1	khan1.thua1
li2 koh4 cai1iann2 phua3khang1	li2|koh4|cai1.iann2|phua3.khang1
long2 khi3 in1 tah8lih8khi3	long2|khi3|in1|tah8lih8khi3
li2 kong2 phua3khang1	li2|kong2|phua3.khang1
lan2 hit4 kang1 khi3 siann2	lan2|hit4|kang1|khi3|siann2
lan2 khi3 ce1	lan2|khi3|ce1
khi3 ia7chi7a2	khi3|ia7chi7a2
sann2	sann2
li2 li2	li2|li2
ce1 siann2	ce1|siann2
too7ciam1	too7ciam1
a1ma2 hit4 ciah4 toh4a2 tim3tiau7khi3	a1.ma2|hit4|ciah4|toh4.a2|tim3.tiau7khi3
chia1khi3 toh4 tim3tiau7	chia1.khi3|toh4|tim3.tiau7
ce1	ce1
cit4 ciah4	cit4|ciah4
ce1	ce1
li2	li2
be2	be2
a1lin2	a1.lin2
a1lin2	a1.lin2
too5un2	too5un2
cit4	cit4
li2 mai3 an3ne1	li2|mai3|an3.ne1
li2 gua2 ka3 ho2	li2|gua2|ka3|ho2
ho2	ho2
li2	li2
li2 mai3 i1	li2|mai3|i1
he1 i1	he1|i1
gua2 tha5tu2a2 kio3 li2 li2 li2	gua2|tha5tu2.a2|kio3|li2|li2|li2
gua2 be7hiau2 siu1li2	gua2|be7hiau2|siu1.li2
he1 li2	he1|li2
li2 siann2mih8	li2|siann2.mih8
li2 leh4 siann2mih8	li2|leh4|siann2.mih8
he1	he1
ai3 long2 lok4lue3	ai3|long2|lok4.lue3
lok4 hiah4 khah4 e7sai2	lok4|hiah4|khah4|e7sai2
ai3 lok4 sann1 khah4 e7sai2	ai3|lok4|sann1|khah4|e7sai2
he1 siann2mih8	he1|siann2.mih8
ka1ti7 loh8khi3	ka1.ti7|loh8khi3
li2 cu2 gua2	li2|cu2|gua2
li2 be7ki3cit4	li2|be7ki3.cit4
ui3 hia1	ui3|hia1
a1m2 li2 ka1	a1.m2|li2|ka1
in1 a1m2 i1 ka1	in1|a1.m2|i1|ka1
ho2 ho2	ho2|ho2
ho2	ho2
li2 ce1 siann2mih8	li2|ce1|siann2.mih8
siann2mih8	siann2.mih8
li2 cinn1 ciah4	li2|cinn1|ciah4
i1 cin2 ciok4 i1 cinn1 sann1	i1|cin2|ciok4|i1|cinn1|sann1
gua7khau2 koh4 cit4 nia2	gua7khau2|koh4|cit4|nia2
li2 a1m2 hia1	li2|a1.m2|hia1
li2 a1m2 hia1	li2|a1.m2|hia1
he1	he1
ce1 siann2mih8 li2	ce1|siann2.mih8|li2
li2 tan1a2 sng2 hit4	li2|tan1.a2|sng2|hit4
an3nua2	an3.nua2
li2 beh4 an3ne1	li2|beh4|an3.ne1
i1 cai1	i1|cai1
li2 ing9am3 khun3 cia1	li2|ing9am3|khun3|cia1
ho2	ho2
li2 cu2 gua2	li2|cu2|gua2
li2 cu2 gua2	li2|cu2|gua2
li2 mai3 kong2	li2|mai3|kong2
thiau3khi2lai5	thiau3.khi2.lai5
i1 he1 kham3 khi2lai5	i1|he1|kham3|khi2.lai5
cit4 cit4	cit4|cit4
ho2	ho2
tau3lue3	tau3.lue3
gu5ling1 tueh4	gu5ling1|tueh4
cham1 cit8kua2a2	cham1|cit8kua2.a2
khng3 lue3	khng3|lue3
li2 kha1	li2|kha1
ho2	ho2
ho2	ho2
li2 ai3 to3khi2lai5	li2|ai3|to3.khi2.lai5
koh4 long2 an3ne1	koh4|long2|an3.ne1
li2 ce1 siann2mih8	li2|ce1|siann2.mih8
li2 cit4 kai2 ka2 siann2mih8	li2|cit4|kai2|ka2|siann2.mih8
li2 king2 ho2 ka2	li2|king2|ho2|ka2
a2koh4	a2.koh4
he1 kui2	he1|kui2
hiah4	hiah4
he1 li2 chat4	he1|li2|chat4
ce1 an3nua2	ce1|an3.nua2
he1 li2 chat4	he1|li2|chat4
ai3 hiah4	ai3|hiah4
koh4 lih4	koh4|lih4
lak4khi3	lak4.khi3
li2 siu1siu1	li2|siu1.siu1
e7hiau2 siu1	e7hiau2|siu1
a1i5 siu1	a1.i5|siu1
kin1a2jit8 bo5ai3 cu2png7	kin1.a2.jit8|bo5ai3|cu2.png7
ce1 an3ne1 ho2 khah4 ho2sng2	ce1|an3.ne1|ho2|khah4|ho2.sng2
gua2 li2 kong2	gua2|li2|kong2
lan2 kin1a2jit8 bo5beh4 cu2png7	lan2|kin1.a2.jit8|bo5beh4|cu2.png7
he1	he1
a1i5	a1.i5
li2 i1 siu1siu1	li2|i1|siu1.siu1
siu1khi2lai5	siu1.khi2.lai5
ce1 li2	ce1|li2
li2 kuah4tioh8	li2|kuah4.tioh8
cia1	cia1
cia1 thiann3thiann3	cia1|thiann3.thiann3
ke1 cok4 bai2	ke1|cok4|bai2
i1 kong2 li2 thau5moo1 ka1khi2lai5 cok4 bai2	i1|kong2|li2|thau5moo1|ka1.khi2.lai5|cok4|bai2
li2 a1i5 se2se2	li2|a1.i5|se2.se2
li2 sing1 a1i5 se2se2	li2|sing1|a1.i5|se2.se2
cah4tng2lai5	cah4.tng2.lai5
beh4 tah4 tua3 hia1	beh4|tah4|tua3|hia1
gua2 pang1 li2	gua2|pang1|li2
tah4 phinn7a2	tah4|phinn7a2
phinn7a2 tueh4	phinn7a2|tueh4
kang7khuan2	kang7khuan2
li2 thiah4	li2|thiah4
ho2	ho2
tah4khi2khi3	tah4.khi2.khi3
beh4 tah4 tueh4	beh4|tah4|tueh4
tah4 phinn7a2	tah4|phinn7a2
li2 cai1	li2|cai1
hiah4 sui2!	hiah4|sui2.!
tah4 hia1	tah4|hia1
he1 li2 chat4	he1|li2|chat4
li2	li2
li2	li2
ciah4	ciah4
cia1	cia1
li2 khah4 e7sai2 khuann3	li2|khah4|e7sai2|khuann3
li2 be7ki3cit4khi3	li2|be7ki3.cit4.khi3
ce1 li2	ce1|li2
gua2 cai1 cau2khi3 tueh4	gua2|cai1|cau2.khi3|tueh4
he1 i1	he1|i1
an3nua2	an3.nua2
i1 li2 giap8lue3	i1|li2|giap8lue3
i1 li2 giap8lue3	i1|li2|giap8lue3
li2 beh4 lim1	li2|beh4|lim1
ta1khi3	ta1.khi3
siann2mih8	siann2.mih8
li2	li2
ho2	ho2
li2 sing1 gua2	li2|sing1|gua2
ce1 siann2mih8	ce1|siann2.mih8
kin2	kin2
a1i5 he1 siann2mih8	a1.i5|he1|siann2.mih8
li2 chiu2 li2 tan2le0 chia1to2khi3	li2|chiu2|li2|tan2.le0|chia1.to2.khi3
to3tiau7	to3.tiau7
li2 kio3 a1i5 li2	li2|kio3|a1.i5|li2
gua2 m7kann2	gua2|m7kann2
li2 ka3	li2|ka3
khah4 phua3khi3	khah4|phua3.khi3
pue1	pue1
pue1	pue1
li2 koh4	li2|koh4
ho2	ho2
be7sai2	be7sai2
a1ma2	a1.ma2
chin3chai2 kong2kong2	chin3.chai2|kong2.kong2
be7sai2	be7sai2
an3ne1 kiann1tioh8	an3.ne1|kiann1.tioh8
koh4	koh4
li2 khuann3!	li2|khuann3.!
koh4	koh4
koh4 cia1	koh4|cia1
gua2 beh4 khi3 be2	gua2|beh4|khi3|be2
gua2	gua2
gua2 li2 chang3	gua2|li2|chang3
kuainn1 khi2lai5	kuainn1|khi2.lai5
li2 ka1ti7 khi3	li2|ka1.ti7|khi3
m7kann2	m7kann2
koh4 leh4 hia1 sai1nai1	koh4|leh4|hia1|sai1.nai1
chio3si2	chio3.si2
chio3si2	chio3.si2
tua7han3 koh4 sai1nai1	tua7han3|koh4|sai1.nai1
gua2 leh4 kam2moo7	gua2|leh4|kam2.moo7
be7sai2 koh4	be7sai2|koh4
li2 be7hiau2	li2|be7hiau2
mai3 koh4	mai3|koh4
li2 be7hiau2	li2|be7hiau2
gua2 kah4 li2 sng2	gua2|kah4|li2|sng2
gua2 long2 sng2 ce1	gua2|long2|sng2|ce1
choo1khng1	choo1.khng1
an3cuann2	an3.cuann2
a1i5 khuann3	a1.i5|khuann3
ioh4 kai2	ioh4|kai2
ioh4tioh8 bo5iau3kin2	ioh4.tioh8|bo5iau3.kin2
li2	li2
li2	li2
